================================================================================
Experiment Configuration
================================================================================
Dataset: rm-500
Model Family: gpt4all-j
Model Version: nomic-ai/gpt4all-j
Answer Mode: index-desc
================================================================================
Experiment Appendix
================================================================================
>> QUESTION #1     | Ground Truth: 0 | Answer: 1 | ✘
>> QUESTION #39    | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-12.3526, -11.6592, -13.0325, -12.1125]
>> QUESTION #40    | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-16.1874, -16.218, -16.1369, -16.7467]
>> QUESTION #41    | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-15.9469, -15.3805, -15.5981, -16.8287]
>> QUESTION #42    | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.1552, -16.1253, -15.6812, -15.0018]
>> QUESTION #43    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.7229, -18.126, -17.9002, -20.3519]
>> QUESTION #44    | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-19.4324, -20.9932, -19.5816, -17.7715]
>> QUESTION #45    | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-15.4232, -15.0398, -17.0309, -16.9707]
>> QUESTION #46    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.8457, -15.9094, -17.2364, -15.9475]
>> QUESTION #47    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.99, -14.5536, -13.4001, -14.2486]
>> QUESTION #48    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.1321, -16.4846, -16.5142, -17.4641]
>> QUESTION #49    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-14.4694, -16.1151, -16.1156, -15.6946]
>> QUESTION #50    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.11, -15.9906, -16.1475, -17.5973]
>> QUESTION #51    | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.972, -17.3785, -18.0143, -15.6631]
>> QUESTION #52    | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.7481, -15.8656, -15.5468, -18.7933]
>> QUESTION #53    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.53, -15.1428, -16.09, -14.8484]
>> QUESTION #54    | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-18.8562, -15.0481, -16.4477, -18.8495]
>> QUESTION #55    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.2903, -16.692, -14.707, -16.2176]
>> QUESTION #56    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.0811, -14.6077, -17.2811, -16.0365]
>> QUESTION #57    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-15.8666, -17.2034, -16.6225, -16.2389]
>> QUESTION #58    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.7711, -14.9672, -16.6664, -15.9176]
>> QUESTION #59    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.9821, -15.1094, -15.1004, -15.6047]
>> QUESTION #60    | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-16.0087, -15.5216, -17.304, -15.3717]
>> QUESTION #61    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.0816, -15.9736, -15.7063, -16.0146]
>> QUESTION #62    | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-14.477, -14.153, -14.6896, -14.9674]
>> QUESTION #63    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.0474, -15.1142, -16.5015, -16.9361]
>> QUESTION #64    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.1622, -15.8005, -15.0911, -16.0386]
>> QUESTION #65    | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-17.2219, -16.8436, -18.2915, -18.3741]
>> QUESTION #66    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.1321, -14.7535, -18.653, -14.5452]
>> QUESTION #67    | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.315, -16.3045, -17.1111, -14.9108]
>> QUESTION #68    | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-18.4679, -16.229, -17.064, -16.2584]
>> QUESTION #69    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-16.0724, -16.3338, -16.7023, -17.2597]
>> QUESTION #70    | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.9569, -17.8695, -17.6903, -15.8476]
>> QUESTION #71    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-16.1633, -17.5098, -17.6937, -17.0022]
>> QUESTION #72    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.8654, -13.9395, -15.2582, -15.3809]
>> QUESTION #73    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.8346, -14.6506, -15.0267, -15.6717]
>> QUESTION #74    | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-20.3644, -19.1494, -18.1446, -15.8491]
>> QUESTION #75    | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-13.5994, -14.3881, -14.777, -13.3218]
>> QUESTION #76    | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-15.1836, -16.0021, -14.6365, -17.5095]
>> QUESTION #77    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.6816, -18.5593, -18.8699, -20.5834]
>> QUESTION #78    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.0946, -17.4921, -17.9129, -17.8507]
>> QUESTION #79    | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-15.0915, -14.3796, -17.0478, -16.5276]
>> QUESTION #80    | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.2315, -16.1201, -15.2484, -15.1853]
>> QUESTION #81    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.1572, -18.1687, -18.7668, -17.4733]
>> QUESTION #82    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-16.5329, -17.6109, -18.9205, -18.0886]
>> QUESTION #83    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.5566, -16.6865, -16.9876, -18.3796]
>> QUESTION #84    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.8319, -16.6264, -16.4504, -16.1478]
>> QUESTION #85    | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-17.422, -17.5508, -17.5414, -17.0575]
>> QUESTION #86    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-12.6701, -14.8617, -15.7437, -17.0745]
>> QUESTION #87    | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-14.3534, -16.3562, -14.7643, -13.7947]
>> QUESTION #88    | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-14.3496, -17.1129, -13.9671, -18.9576]
>> QUESTION #89    | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-13.6164, -14.605, -16.9001, -13.439]
>> QUESTION #90    | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-15.5351, -15.259, -16.9873, -16.2805]
>> QUESTION #91    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.8449, -18.4417, -14.6823, -14.9879]
>> QUESTION #92    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.5555, -14.691, -15.2815, -14.8257]
>> QUESTION #93    | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-15.5787, -16.8689, -16.3885, -15.5758]
>> QUESTION #94    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-19.1839, -21.5661, -21.2251, -20.9679]
>> QUESTION #95    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.8546, -17.0439, -16.1579, -16.5302]
>> QUESTION #96    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-17.4063, -18.1016, -18.7374, -18.4925]
>> QUESTION #97    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.7068, -16.0619, -16.4895, -17.448]
>> QUESTION #98    | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-18.3124, -18.6577, -17.3393, -18.2716]
>> QUESTION #99    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-15.777, -16.1754, -16.6611, -15.9411]
>> QUESTION #100   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-17.7914, -15.7563, -16.8201, -17.3397]
>> QUESTION #101   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.3321, -15.5467, -18.462, -18.0188]
>> QUESTION #102   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-16.3367, -15.2302, -19.4913, -15.3941]
>> QUESTION #103   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-17.423, -15.5435, -16.5173, -15.1066]
>> QUESTION #104   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.352, -16.2242, -14.7856, -16.9824]
>> QUESTION #105   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.8062, -16.2941, -17.5891, -17.2077]
>> QUESTION #106   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.7702, -16.3101, -16.5946, -17.553]
>> QUESTION #107   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-17.0582, -14.2382, -16.5615, -16.5056]
>> QUESTION #108   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-17.3141, -16.2234, -16.7182, -15.9945]
>> QUESTION #109   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.3475, -17.2352, -16.0525, -15.0355]
>> QUESTION #110   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-17.1597, -17.8208, -18.3533, -17.5857]
>> QUESTION #111   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.3434, -17.6693, -15.7019, -14.4089]
>> QUESTION #112   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-17.5948, -19.9113, -21.2404, -23.1902]
>> QUESTION #113   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.5926, -16.1683, -14.4105, -13.8443]
>> QUESTION #114   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-14.4049, -14.1663, -15.7911, -16.7819]
>> QUESTION #115   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.3742, -16.4751, -16.6872, -16.0821]
>> QUESTION #116   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.5001, -15.0333, -18.8714, -14.5933]
>> QUESTION #117   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.0666, -15.4734, -15.4544, -16.3197]
>> QUESTION #118   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.9195, -16.2893, -15.635, -16.2788]
>> QUESTION #119   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-14.1796, -13.744, -14.4365, -15.1364]
>> QUESTION #120   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-13.8123, -14.7075, -15.2285, -16.2783]
>> QUESTION #121   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.8085, -14.1424, -15.1411, -13.2678]
>> QUESTION #122   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-15.1623, -14.6096, -15.1358, -17.221]
>> QUESTION #123   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.2861, -15.2366, -15.6708, -15.441]
>> QUESTION #124   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-15.1992, -13.0387, -13.0349, -14.3842]
>> QUESTION #125   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-17.7527, -17.8255, -18.9686, -15.0588]
>> QUESTION #126   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.4768, -15.6027, -16.5145, -15.0832]
>> QUESTION #127   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.4233, -16.6304, -17.2253, -16.4]
>> QUESTION #128   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.5745, -18.7674, -16.454, -17.5717]
>> QUESTION #129   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.2987, -15.4903, -15.8053, -15.1894]
>> QUESTION #130   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.1275, -15.397, -18.5996, -15.3737]
>> QUESTION #131   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.282, -15.0231, -14.4919, -15.8731]
>> QUESTION #132   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.8003, -14.0055, -14.7002, -14.1674]
>> QUESTION #133   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.0978, -17.3054, -17.6968, -17.8384]
>> QUESTION #134   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.5871, -14.8171, -15.2473, -15.1438]
>> QUESTION #135   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-13.4722, -12.9106, -16.7535, -15.3464]
>> QUESTION #136   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.1349, -16.0596, -15.6525, -16.4399]
>> QUESTION #137   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-16.2572, -17.839, -16.9522, -18.1986]
>> QUESTION #138   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.9668, -16.9372, -17.4631, -18.4754]
>> QUESTION #139   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.7449, -14.5482, -15.7403, -15.5681]
>> QUESTION #140   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.15, -16.4473, -18.7585, -16.2628]
>> QUESTION #141   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-20.5222, -20.0591, -21.0135, -18.869]
>> QUESTION #142   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.5781, -18.9447, -19.4386, -19.6254]
>> QUESTION #143   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.6447, -15.7338, -16.6328, -17.4908]
>> QUESTION #144   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-15.9812, -14.7725, -15.8043, -15.1109]
>> QUESTION #145   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.3981, -15.4388, -15.9, -15.4803]
>> QUESTION #146   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-14.0283, -13.1047, -13.5977, -13.7458]
>> QUESTION #147   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-17.1783, -18.4894, -17.2031, -15.8039]
>> QUESTION #148   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.2196, -16.3186, -15.0331, -14.0019]
>> QUESTION #149   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.4645, -17.1659, -16.4269, -15.7406]
>> QUESTION #150   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.9564, -14.3602, -14.0425, -15.1414]
>> QUESTION #151   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.4753, -14.7327, -15.1479, -15.1229]
>> QUESTION #152   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.5026, -14.8203, -15.1952, -15.4337]
>> QUESTION #153   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.5977, -14.3662, -15.2026, -15.246]
>> QUESTION #154   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.521, -14.6123, -15.9917, -15.847]
>> QUESTION #155   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-12.9469, -13.801, -17.6702, -18.128]
>> QUESTION #156   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.1517, -15.2556, -16.0308, -18.661]
>> QUESTION #157   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.329, -14.6979, -15.2627, -14.3152]
>> QUESTION #158   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.0291, -13.1997, -14.8577, -13.2052]
>> QUESTION #159   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.4201, -14.8763, -15.1456, -14.9872]
>> QUESTION #160   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-14.8362, -15.3477, -15.7813, -16.7548]
>> QUESTION #161   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-17.2029, -17.478, -18.0333, -16.8219]
>> QUESTION #162   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-16.7247, -17.0505, -16.7789, -17.5689]
>> QUESTION #163   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-17.0097, -15.5739, -16.6035, -15.4657]
>> QUESTION #164   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.192, -19.8375, -16.0103, -16.611]
>> QUESTION #165   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.2711, -16.4975, -18.0874, -16.8552]
>> QUESTION #166   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-16.3196, -15.792, -16.0257, -16.0877]
>> QUESTION #167   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.4838, -13.7763, -16.2051, -14.5077]
>> QUESTION #168   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-16.603, -17.4745, -17.2107, -17.4669]
>> QUESTION #169   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-21.3427, -22.0025, -20.7028, -18.992]
>> QUESTION #170   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.4195, -15.1666, -16.4759, -19.4731]
>> QUESTION #171   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-16.1089, -16.1091, -16.2915, -17.68]
>> QUESTION #172   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.3184, -15.5052, -16.2175, -15.2149]
>> QUESTION #173   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-17.8264, -17.0755, -16.9788, -16.7751]
>> QUESTION #174   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.2949, -19.6046, -17.3485, -13.9626]
>> QUESTION #175   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-14.8813, -15.4002, -17.6446, -16.1749]
>> QUESTION #176   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-18.1466, -17.0767, -16.395, -17.5092]
>> QUESTION #177   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-16.1909, -16.9021, -16.353, -16.5653]
>> QUESTION #178   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.9214, -13.521, -14.5027, -14.9118]
>> QUESTION #179   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.4675, -14.8173, -14.9266, -15.9728]
>> QUESTION #180   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.8792, -15.694, -15.8565, -15.0725]
>> QUESTION #181   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.9642, -17.4497, -17.4822, -15.9043]
>> QUESTION #182   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-16.3948, -17.556, -17.5478, -18.7732]
>> QUESTION #183   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-11.9018, -12.7638, -13.8794, -14.1935]
>> QUESTION #184   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-14.6451, -15.5721, -16.0502, -14.4965]
>> QUESTION #185   | Ground Truth: 2 | Answer: 0 | ✘
