================================================================================
Experiment Configuration
================================================================================
Dataset: rm-500
Model Family: gpt4all-j
Model Version: nomic-ai/gpt4all-j
Answer Mode: index
================================================================================
Experiment Appendix
================================================================================
>> QUESTION #1     | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-12.2011, -12.5019, -15.6201, -15.0538]
>> QUESTION #20    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.1681, -13.9881, -15.5109, -15.4062]
>> QUESTION #21    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.6544, -14.4537, -15.4418, -14.7469]
>> QUESTION #22    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.5891, -14.1484, -17.8361, -17.065]
>> QUESTION #23    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.0743, -12.0398, -14.3291, -13.9324]
>> QUESTION #24    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.4042, -13.3287, -14.4293, -15.0675]
>> QUESTION #25    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.415, -12.6032, -14.3719, -14.1899]
>> QUESTION #26    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-11.5563, -12.5187, -14.7684, -14.6721]
>> QUESTION #27    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.2514, -12.3032, -15.5795, -14.764]
>> QUESTION #28    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.0407, -12.3113, -14.2273, -11.5916]
>> QUESTION #29    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.9436, -11.096, -13.2982, -13.0949]
>> QUESTION #30    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.2364, -12.4884, -14.4332, -15.071]
>> QUESTION #31    | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-10.8389, -10.6518, -14.9676, -14.9317]
>> QUESTION #32    | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-12.5598, -12.3899, -14.4669, -13.9807]
>> QUESTION #33    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.7166, -12.9807, -14.9443, -13.5772]
>> QUESTION #34    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.3416, -13.9252, -15.4732, -14.7448]
>> QUESTION #35    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.5015, -12.9267, -14.7515, -16.7474]
>> QUESTION #36    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.4211, -11.7171, -15.2696, -15.0532]
>> QUESTION #37    | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-12.7119, -12.6143, -14.5147, -15.5371]
>> QUESTION #38    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.6673, -12.5855, -15.553, -15.7464]
>> QUESTION #39    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.835, -12.308, -14.7796, -15.4623]
>> QUESTION #40    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.155, -12.6448, -14.7837, -14.0704]
>> QUESTION #41    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.2574, -11.74, -14.3901, -13.8413]
>> QUESTION #42    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.9284, -14.1952, -16.4557, -15.689]
>> QUESTION #43    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.948, -15.2927, -16.3885, -16.7407]
>> QUESTION #44    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.1184, -14.557, -14.9503, -15.0962]
>> QUESTION #45    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-12.7474, -13.3263, -15.0082, -14.6852]
>> QUESTION #46    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.743, -13.0638, -14.3016, -14.1703]
>> QUESTION #47    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.5083, -13.2754, -14.3597, -15.1626]
>> QUESTION #48    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.8323, -13.6693, -15.4642, -16.1611]
>> QUESTION #49    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-12.2577, -12.8245, -14.7157, -15.0077]
>> QUESTION #50    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-8.9721, -14.0143, -16.4348, -16.1308]
>> QUESTION #51    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.9266, -13.2521, -15.1657, -14.335]
>> QUESTION #52    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.4096, -11.4453, -14.6333, -13.6425]
>> QUESTION #53    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.152, -13.5818, -15.9016, -15.4297]
>> QUESTION #54    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.2911, -13.356, -15.219, -15.7128]
>> QUESTION #55    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.5321, -12.0423, -15.4881, -14.9678]
>> QUESTION #56    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.7268, -12.3514, -17.3373, -15.8188]
>> QUESTION #57    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.4256, -10.6754, -14.565, -13.8039]
>> QUESTION #58    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.4805, -12.9966, -16.1271, -16.5766]
>> QUESTION #59    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.9952, -14.8247, -15.664, -16.81]
>> QUESTION #60    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.0501, -12.7917, -14.8922, -13.5985]
>> QUESTION #61    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.2628, -13.6922, -15.4354, -14.5444]
>> QUESTION #62    | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-12.5565, -12.3465, -15.2268, -16.0765]
>> QUESTION #63    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.3214, -12.6804, -15.9534, -15.8469]
>> QUESTION #64    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.8253, -12.3191, -14.3083, -12.2745]
>> QUESTION #65    | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-12.0665, -11.9257, -14.7415, -15.8143]
>> QUESTION #66    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.669, -16.0246, -17.2394, -17.425]
>> QUESTION #67    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.4613, -13.9676, -16.6087, -17.63]
>> QUESTION #68    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-9.7445, -12.289, -14.7419, -13.8959]
>> QUESTION #69    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.3364, -13.3271, -15.9419, -16.2169]
>> QUESTION #70    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.3851, -10.7184, -13.554, -14.1782]
>> QUESTION #71    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.9597, -14.8638, -17.7946, -16.8813]
>> QUESTION #72    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.273, -12.7116, -16.2285, -17.4732]
>> QUESTION #73    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.9427, -12.648, -15.2558, -14.8388]
>> QUESTION #74    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.0275, -15.0195, -17.4751, -14.7308]
>> QUESTION #75    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.7577, -13.1836, -14.8151, -15.2511]
>> QUESTION #76    | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-11.8688, -11.303, -15.0993, -14.8741]
>> QUESTION #77    | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-11.1701, -10.8453, -13.7518, -13.3688]
>> QUESTION #78    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.081, -12.8373, -14.7915, -14.7995]
>> QUESTION #79    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.8335, -11.7998, -14.242, -15.0216]
>> QUESTION #80    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.3024, -13.8046, -16.1519, -17.1604]
>> QUESTION #81    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.1621, -13.0847, -14.1317, -15.4535]
>> QUESTION #82    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.9642, -13.3377, -14.8115, -13.7851]
>> QUESTION #83    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.036, -11.5744, -16.2166, -15.4928]
>> QUESTION #84    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.0182, -11.5061, -13.7639, -13.0246]
>> QUESTION #85    | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-12.4547, -11.8679, -15.2005, -16.679]
>> QUESTION #86    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.0429, -10.0949, -13.2297, -12.1229]
>> QUESTION #87    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-11.1065, -12.4775, -15.0192, -14.7349]
>> QUESTION #88    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.7177, -13.1016, -16.5515, -16.2984]
>> QUESTION #89    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.5216, -12.1632, -14.6136, -13.9357]
>> QUESTION #90    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.4529, -12.8188, -14.841, -14.2342]
>> QUESTION #91    | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.976, -11.7555, -14.3808, -14.1236]
>> QUESTION #92    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.0199, -11.5669, -14.4627, -15.1428]
>> QUESTION #93    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.549, -14.3084, -17.3523, -16.2288]
>> QUESTION #94    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.0768, -11.4666, -14.0322, -13.8383]
>> QUESTION #95    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.7618, -15.3166, -15.7222, -16.0755]
>> QUESTION #96    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.1426, -10.8634, -14.1164, -14.0895]
>> QUESTION #97    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.9864, -13.6635, -15.7263, -16.8966]
>> QUESTION #98    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.4451, -13.1697, -16.6198, -15.7961]
>> QUESTION #99    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-11.6783, -11.954, -14.1067, -13.4131]
>> QUESTION #100   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-12.2873, -12.0473, -14.6185, -14.5547]
>> QUESTION #101   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.3168, -11.7523, -13.134, -12.4648]
>> QUESTION #102   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.8429, -12.39, -14.7692, -14.0232]
>> QUESTION #103   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-9.8263, -11.6619, -13.5354, -12.904]
>> QUESTION #104   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-12.9292, -12.6887, -14.2992, -15.3414]
>> QUESTION #105   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.6139, -14.1567, -16.9507, -16.1738]
>> QUESTION #106   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.2723, -10.6979, -13.4053, -13.9237]
>> QUESTION #107   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-8.9873, -10.2682, -12.9913, -13.7996]
>> QUESTION #108   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.1353, -10.4827, -12.7853, -12.3158]
>> QUESTION #109   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.0351, -12.5165, -14.0631, -14.2439]
>> QUESTION #110   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.9275, -13.8814, -16.0747, -15.3288]
>> QUESTION #111   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.085, -12.4325, -15.197, -15.2558]
>> QUESTION #112   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.3605, -13.0338, -17.6724, -15.2774]
>> QUESTION #113   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.1143, -12.6682, -14.6592, -13.8891]
>> QUESTION #114   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.3075, -14.7683, -16.4489, -15.8452]
>> QUESTION #115   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.3758, -11.9069, -13.845, -13.5134]
>> QUESTION #116   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.7658, -13.1681, -15.6984, -14.8344]
>> QUESTION #117   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.9501, -14.7791, -16.555, -16.8932]
>> QUESTION #118   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.5683, -11.0938, -13.2513, -13.3194]
>> QUESTION #119   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.668, -10.6735, -13.485, -13.0146]
>> QUESTION #120   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.7934, -12.3488, -15.9254, -14.6365]
>> QUESTION #121   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.9092, -14.7551, -16.1714, -15.321]
>> QUESTION #122   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.0903, -12.8683, -14.9283, -14.7584]
>> QUESTION #123   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.093, -12.9879, -15.2451, -15.596]
>> QUESTION #124   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-11.9256, -12.1067, -13.2155, -15.2653]
>> QUESTION #125   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.1286, -10.993, -14.5402, -15.0207]
>> QUESTION #126   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-11.8939, -13.5613, -15.9573, -15.5588]
>> QUESTION #127   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.838, -14.2549, -16.2623, -15.2212]
>> QUESTION #128   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.7236, -10.6265, -13.9144, -13.3513]
>> QUESTION #129   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.6315, -11.4741, -13.572, -14.7554]
>> QUESTION #130   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.1279, -13.8944, -14.9809, -15.5757]
>> QUESTION #131   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.757, -12.412, -15.0172, -14.8989]
>> QUESTION #132   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.2321, -12.7431, -15.4415, -15.7451]
>> QUESTION #133   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.9574, -12.1012, -15.4763, -15.7538]
>> QUESTION #134   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-8.1661, -12.9254, -14.9841, -15.2101]
>> QUESTION #135   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.7847, -12.7523, -15.1278, -15.9044]
>> QUESTION #136   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.5511, -13.6163, -15.0408, -16.4941]
>> QUESTION #137   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.0818, -14.4979, -16.6835, -15.2734]
>> QUESTION #138   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.9788, -11.2386, -15.1195, -14.334]
>> QUESTION #139   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.4768, -13.6116, -16.098, -16.0093]
>> QUESTION #140   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.7384, -11.5246, -13.8102, -13.852]
>> QUESTION #141   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-12.5828, -16.1821, -18.4986, -17.1698]
>> QUESTION #142   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.5799, -13.1907, -16.8361, -15.1648]
>> QUESTION #143   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.3911, -10.5411, -13.0816, -11.4585]
>> QUESTION #144   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-11.8073, -12.2758, -14.3319, -13.9568]
>> QUESTION #145   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.9127, -13.8928, -17.0025, -16.8386]
>> QUESTION #146   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.9949, -11.6482, -13.5851, -14.1505]
>> QUESTION #147   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.0628, -11.3649, -12.6644, -13.2478]
>> QUESTION #148   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.7941, -13.3948, -16.0264, -15.4486]
>> QUESTION #149   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.1742, -10.3786, -13.4977, -13.1728]
>> QUESTION #150   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.3358, -14.2614, -15.836, -16.0923]
>> QUESTION #151   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.5763, -13.7715, -15.6284, -14.3391]
>> QUESTION #152   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.4864, -13.0528, -15.3798, -14.4738]
>> QUESTION #153   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.8351, -12.4166, -15.5429, -15.0588]
>> QUESTION #154   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.6791, -12.576, -15.9984, -15.4047]
>> QUESTION #155   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-9.742, -12.4906, -13.3673, -14.1778]
>> QUESTION #156   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.0134, -13.2358, -16.6689, -15.7154]
>> QUESTION #157   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.9806, -13.4769, -15.2595, -14.3544]
>> QUESTION #158   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.7957, -12.5847, -14.4831, -13.8491]
>> QUESTION #159   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.1407, -12.3524, -15.0924, -14.3195]
>> QUESTION #160   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-11.8858, -13.4247, -16.3186, -16.8155]
>> QUESTION #161   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.0209, -11.5899, -13.8033, -13.2188]
>> QUESTION #162   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.6049, -13.0937, -15.7911, -15.7901]
>> QUESTION #163   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-9.3281, -11.757, -15.7008, -13.5357]
>> QUESTION #164   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.9773, -12.8877, -15.9016, -15.6649]
>> QUESTION #165   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.4388, -12.238, -14.226, -14.6627]
>> QUESTION #166   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.6159, -11.8079, -15.3974, -15.7122]
>> QUESTION #167   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.3931, -12.8501, -15.4543, -12.4159]
>> QUESTION #168   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.8326, -12.3708, -14.9457, -14.7727]
>> QUESTION #169   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.9289, -14.9602, -16.8976, -16.0407]
>> QUESTION #170   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.4366, -15.3861, -18.7074, -18.4102]
>> QUESTION #171   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.57, -11.7416, -14.2507, -13.5652]
>> QUESTION #172   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-9.4835, -11.2428, -14.4272, -15.6572]
>> QUESTION #173   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.9823, -15.3325, -17.6237, -16.3462]
>> QUESTION #174   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-11.4876, -13.2895, -15.4744, -15.0984]
>> QUESTION #175   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-12.4373, -13.1618, -14.7372, -15.4733]
>> QUESTION #176   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.4752, -11.3744, -14.3727, -15.5047]
>> QUESTION #177   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.5036, -12.9061, -15.4785, -14.7082]
>> QUESTION #178   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.3765, -12.8722, -14.8998, -15.5835]
>> QUESTION #179   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.9994, -12.522, -15.2042, -15.9618]
>> QUESTION #180   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.0212, -11.6907, -13.9844, -13.9884]
>> QUESTION #181   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-11.0852, -15.1588, -18.0922, -17.8853]
>> QUESTION #182   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.6104, -12.9294, -14.1985, -15.3287]
>> QUESTION #183   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.62, -11.4904, -13.3508, -13.9255]
>> QUESTION #184   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.4732, -12.1335, -15.1305, -14.3102]
>> QUESTION #185   | Ground Truth: 2 | Answer: 0 | ✘
