================================================================================
Experiment Configuration
================================================================================
Dataset: rm-500
Model Family: gpt4all-j
Model Version: nomic-ai/gpt4all-j
Answer Mode: desc
================================================================================
Experiment Appendix
================================================================================
>> QUESTION #1     | Ground Truth: 0 | Answer: 1 | ✘
>> QUESTION #69    | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-17.7113, -17.7901, -17.3675, -17.8467]
>> QUESTION #70    | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.7304, -15.6465, -15.5536, -13.9347]
>> QUESTION #71    | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-15.3356, -15.2893, -15.3104, -14.4312]
>> QUESTION #72    | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-14.2655, -13.7991, -13.6169, -14.6244]
>> QUESTION #73    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.5404, -12.7548, -13.0917, -14.166]
>> QUESTION #74    | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-21.1333, -17.8114, -16.4482, -14.0802]
>> QUESTION #75    | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.6503, -12.2483, -11.4426, -9.4549]
>> QUESTION #76    | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-13.4483, -13.6679, -12.2381, -15.08]
>> QUESTION #77    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.8251, -17.7004, -17.7212, -19.8599]
>> QUESTION #78    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.4182, -19.04, -17.7975, -20.5109]
>> QUESTION #79    | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-14.7163, -13.5843, -17.7802, -15.2707]
>> QUESTION #80    | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-17.3858, -15.4865, -14.0936, -13.0435]
>> QUESTION #81    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.8375, -17.4664, -18.3746, -15.7651]
>> QUESTION #82    | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-16.5453, -16.1438, -17.7356, -16.8847]
>> QUESTION #83    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.8421, -16.1929, -17.3742, -18.7]
>> QUESTION #84    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.1928, -15.1664, -14.1188, -14.7865]
>> QUESTION #85    | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-16.3429, -15.2993, -16.2846, -15.4967]
>> QUESTION #86    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.4442, -12.4064, -13.7898, -13.7443]
>> QUESTION #87    | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-13.5231, -15.3602, -12.8535, -12.167]
>> QUESTION #88    | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-13.399, -15.8012, -11.723, -18.125]
>> QUESTION #89    | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-12.1934, -13.7608, -15.0523, -11.9848]
>> QUESTION #90    | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-15.0626, -13.7999, -17.5324, -15.7951]
>> QUESTION #91    | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.0648, -19.6609, -14.6993, -15.5472]
>> QUESTION #92    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.1524, -13.1018, -12.5483, -12.2948]
>> QUESTION #93    | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-15.3196, -15.9837, -14.2947, -14.0397]
>> QUESTION #94    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-19.4001, -20.9706, -19.6826, -20.733]
>> QUESTION #95    | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-15.3702, -14.5964, -13.9541, -15.43]
>> QUESTION #96    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-16.8618, -16.9987, -17.569, -17.1906]
>> QUESTION #97    | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-18.4701, -18.2398, -17.5022, -18.4447]
>> QUESTION #98    | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-18.926, -17.6671, -15.9758, -17.912]
>> QUESTION #99    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-13.6421, -14.1204, -14.6759, -14.6212]
>> QUESTION #100   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-16.8814, -13.7947, -15.7988, -14.9072]
>> QUESTION #101   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-13.7084, -13.3666, -17.0482, -17.1522]
>> QUESTION #102   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-18.5418, -16.1478, -19.383, -17.1863]
>> QUESTION #103   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.4699, -13.7993, -15.2547, -13.6142]
>> QUESTION #104   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-15.7283, -14.798, -14.3829, -16.4416]
>> QUESTION #105   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.5245, -15.3344, -16.4703, -18.667]
>> QUESTION #106   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.3163, -15.0356, -14.7768, -15.7147]
>> QUESTION #107   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-15.9761, -12.2427, -13.7002, -14.1201]
>> QUESTION #108   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-16.4537, -14.0137, -14.6123, -14.0437]
>> QUESTION #109   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.0345, -14.8278, -14.2492, -13.2498]
>> QUESTION #110   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-16.0365, -16.7107, -17.4007, -16.9017]
>> QUESTION #111   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-13.8696, -16.6174, -14.034, -13.0395]
>> QUESTION #112   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-20.6953, -22.1797, -22.8667, -24.7266]
>> QUESTION #113   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.6812, -14.81, -11.5327, -11.3897]
>> QUESTION #114   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-14.5091, -11.8219, -14.826, -16.2559]
>> QUESTION #115   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.6904, -15.5502, -15.5449, -14.353]
>> QUESTION #116   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.902, -12.9877, -18.1383, -12.7731]
>> QUESTION #117   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.9253, -15.8566, -16.5403, -16.5018]
>> QUESTION #118   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-15.7284, -14.8671, -14.0683, -14.3208]
>> QUESTION #119   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-14.8712, -13.9275, -12.19, -14.0629]
>> QUESTION #120   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-13.0746, -13.4917, -13.222, -16.1425]
>> QUESTION #121   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.6424, -12.1396, -13.9511, -10.7921]
>> QUESTION #122   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-13.2753, -12.9503, -13.7918, -15.3466]
>> QUESTION #123   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.3471, -15.8575, -15.6247, -15.9649]
>> QUESTION #124   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-12.9162, -8.5852, -8.4082, -12.9789]
>> QUESTION #125   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-18.2769, -16.5767, -18.1184, -13.5494]
>> QUESTION #126   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-14.3516, -13.3013, -15.0972, -12.3649]
>> QUESTION #127   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-16.8879, -15.4, -17.2361, -15.933]
>> QUESTION #128   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.4397, -17.1989, -14.6973, -15.108]
>> QUESTION #129   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-14.004, -18.7484, -13.8942, -12.7884]
>> QUESTION #130   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-14.8554, -14.8076, -18.5639, -14.7146]
>> QUESTION #131   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.5009, -15.5543, -15.2374, -15.5877]
>> QUESTION #132   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.0971, -13.7466, -11.9586, -11.886]
>> QUESTION #133   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-14.5788, -13.7942, -17.0696, -16.4992]
>> QUESTION #134   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.3726, -12.7582, -13.6395, -12.746]
>> QUESTION #135   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-13.4879, -9.8408, -15.8119, -12.971]
>> QUESTION #136   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.0052, -14.9927, -14.078, -15.4818]
>> QUESTION #137   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.3075, -16.344, -15.6661, -17.5263]
>> QUESTION #138   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.6435, -14.3682, -14.0906, -15.2509]
>> QUESTION #139   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.7742, -14.4522, -14.3817, -14.4875]
>> QUESTION #140   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.6724, -16.263, -18.4162, -16.8486]
>> QUESTION #141   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-22.1094, -20.4759, -22.4822, -18.3999]
>> QUESTION #142   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-18.7289, -20.563, -21.0129, -22.4964]
>> QUESTION #143   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-14.1429, -13.4397, -14.7576, -15.9385]
>> QUESTION #144   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-13.8802, -13.3384, -13.8661, -13.2564]
>> QUESTION #145   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-14.2855, -13.7608, -14.9381, -14.0131]
>> QUESTION #146   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.9166, -10.0584, -10.7876, -12.0468]
>> QUESTION #147   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-15.1265, -17.6287, -15.5149, -14.79]
>> QUESTION #148   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-23.798, -13.9541, -12.304, -12.4329]
>> QUESTION #149   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-14.1953, -15.1257, -13.6233, -13.0215]
>> QUESTION #150   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-11.5055, -11.4155, -11.5504, -12.6592]
>> QUESTION #151   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.7684, -12.7815, -13.0368, -13.3602]
>> QUESTION #152   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-13.5655, -13.4702, -14.6594, -16.7536]
>> QUESTION #153   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-11.3672, -13.8027, -10.0537, -13.7976]
>> QUESTION #154   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-15.0895, -12.6498, -15.4818, -15.607]
>> QUESTION #155   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.9325, -11.8231, -16.4911, -17.5146]
>> QUESTION #156   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-12.0741, -12.0241, -12.5645, -15.4957]
>> QUESTION #157   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.0957, -16.9213, -16.4701, -14.2996]
>> QUESTION #158   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.4305, -10.7199, -12.7756, -10.8559]
>> QUESTION #159   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.868, -14.9571, -14.9669, -15.2602]
>> QUESTION #160   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-13.4791, -11.5613, -12.2531, -14.3971]
>> QUESTION #161   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.4735, -15.228, -15.5827, -14.7234]
>> QUESTION #162   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-18.2876, -17.6625, -16.2713, -18.0098]
>> QUESTION #163   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-17.5961, -15.093, -14.7023, -13.9513]
>> QUESTION #164   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.9801, -20.1716, -16.295, -15.2971]
>> QUESTION #165   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-14.1752, -15.3079, -16.7167, -15.8107]
>> QUESTION #166   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-15.3631, -14.8088, -14.7957, -14.7476]
>> QUESTION #167   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.2983, -11.9174, -13.5035, -12.6732]
>> QUESTION #168   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-16.1521, -16.722, -15.1826, -15.6037]
>> QUESTION #169   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-19.2032, -18.1914, -17.2472, -16.8804]
>> QUESTION #170   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-16.4645, -14.0124, -17.0703, -21.5785]
>> QUESTION #171   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-15.2459, -15.9308, -14.5592, -17.5002]
>> QUESTION #172   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-14.6744, -13.8428, -15.3606, -13.6834]
>> QUESTION #173   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-18.0438, -17.8468, -16.987, -17.7768]
>> QUESTION #174   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-14.3126, -18.3557, -15.6232, -11.9806]
>> QUESTION #175   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-13.2169, -13.1954, -15.2218, -13.136]
>> QUESTION #176   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-17.9243, -15.3187, -14.0228, -16.0467]
>> QUESTION #177   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-14.7189, -12.719, -14.1632, -13.9646]
>> QUESTION #178   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-13.1819, -12.0542, -13.4714, -14.3945]
>> QUESTION #179   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.87, -12.6, -11.1891, -11.4512]
>> QUESTION #180   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-14.3448, -13.1815, -14.5383, -13.4143]
>> QUESTION #181   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-23.0764, -22.2226, -16.1683, -15.0102]
>> QUESTION #182   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-16.0424, -16.947, -16.232, -17.8475]
>> QUESTION #183   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-9.6316, -11.0121, -12.4717, -10.8529]
>> QUESTION #184   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-14.0904, -13.7992, -13.3107, -11.0535]
>> QUESTION #185   | Ground Truth: 2 | Answer: 2 | ✔
