================================================================================
Experiment Configuration
================================================================================
Dataset: RACE-500
Model Family: gpt-j
Model Version: EleutherAI/gpt-j-6B
Answer Mode: index
================================================================================
Experiment Appendix
================================================================================
>> QUESTION #1     | Ground Truth: 0 | Answer: 0 | ✔
>> QUESTION #27    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.7464, -7.973, -8.9049, -8.8243]
>> QUESTION #28    | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-7.368, -6.3642, -7.886, -5.6146]
>> QUESTION #29    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.5824, -6.0077, -7.2013, -6.2848]
>> QUESTION #30    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.8753, -7.8499, -8.8042, -8.7292]
>> QUESTION #31    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.4057, -6.7055, -9.2152, -9.006]
>> QUESTION #32    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.0044, -8.0726, -9.3026, -8.2815]
>> QUESTION #33    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.3173, -8.7425, -10.025, -9.0468]
>> QUESTION #34    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.5031, -6.7029, -7.5664, -8.8572]
>> QUESTION #35    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.1422, -6.238, -7.0442, -7.8641]
>> QUESTION #36    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.4344, -6.8676, -8.106, -8.4661]
>> QUESTION #37    | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-5.4936, -4.9762, -5.7462, -6.8157]
>> QUESTION #38    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-5.9175, -7.7149, -9.3571, -8.611]
>> QUESTION #39    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-5.0772, -6.0814, -7.2831, -7.7341]
>> QUESTION #40    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.4982, -7.3908, -8.5057, -8.3291]
>> QUESTION #41    | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-5.9722, -5.0581, -6.591, -7.2629]
>> QUESTION #42    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.4974, -6.1983, -8.0175, -8.1838]
>> QUESTION #43    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.6489, -9.0008, -9.3921, -9.6529]
>> QUESTION #44    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.5124, -9.059, -8.6552, -9.9012]
>> QUESTION #45    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-5.6091, -5.9427, -6.8018, -6.4987]
>> QUESTION #46    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.5874, -7.1401, -8.0155, -8.3291]
>> QUESTION #47    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.3924, -6.2509, -6.5883, -7.5492]
>> QUESTION #48    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.9554, -8.7837, -8.942, -9.2448]
>> QUESTION #49    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-7.0261, -8.1127, -8.024, -9.4924]
>> QUESTION #50    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-4.8004, -7.9117, -7.3722, -8.8656]
>> QUESTION #51    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.0204, -7.8809, -7.5254, -8.5035]
>> QUESTION #52    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.446, -7.3082, -7.7009, -7.5843]
>> QUESTION #53    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.3029, -7.6275, -9.2092, -8.7199]
>> QUESTION #54    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.7884, -7.9371, -9.668, -10.7183]
>> QUESTION #55    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.8865, -7.1534, -8.0892, -8.3966]
>> QUESTION #56    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.9117, -8.1422, -8.3624, -8.1719]
>> QUESTION #57    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-6.0215, -7.3654, -8.7386, -8.7932]
>> QUESTION #58    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.5281, -8.3116, -10.2948, -10.5014]
>> QUESTION #59    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.7903, -8.5878, -9.3417, -9.0241]
>> QUESTION #60    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.1907, -6.6943, -7.4803, -8.241]
>> QUESTION #61    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.2687, -7.8049, -7.9293, -8.8612]
>> QUESTION #62    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.0017, -7.9372, -9.2039, -9.3671]
>> QUESTION #63    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.45, -8.3043, -9.3517, -9.3782]
>> QUESTION #64    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.3447, -6.2903, -7.9055, -8.555]
>> QUESTION #65    | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-6.3726, -6.3079, -8.0607, -8.4775]
>> QUESTION #66    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.4725, -8.1118, -9.4936, -9.4147]
>> QUESTION #67    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.9114, -6.5175, -7.4467, -7.7561]
>> QUESTION #68    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-5.0253, -7.9101, -7.0242, -7.7205]
>> QUESTION #69    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.077, -7.892, -7.7965, -8.0056]
>> QUESTION #70    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.8028, -6.7048, -7.7763, -8.4546]
>> QUESTION #71    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.3837, -8.1622, -9.0366, -9.1003]
>> QUESTION #72    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.8353, -7.9553, -9.4355, -9.5765]
>> QUESTION #73    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.9917, -6.9952, -8.0517, -8.246]
>> QUESTION #74    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.7889, -8.5426, -10.6304, -9.9697]
>> QUESTION #75    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-5.9586, -8.029, -8.8813, -10.2149]
>> QUESTION #76    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.1447, -8.0594, -9.1554, -9.0923]
>> QUESTION #77    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.4504, -7.8112, -8.9761, -8.6187]
>> QUESTION #78    | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-7.346, -7.2773, -9.0025, -8.4038]
>> QUESTION #79    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.5842, -7.8476, -8.9202, -7.9675]
>> QUESTION #80    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.658, -8.2479, -9.8938, -8.7583]
>> QUESTION #81    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.6788, -7.3931, -8.5248, -8.5495]
>> QUESTION #82    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.6618, -8.6698, -9.2313, -9.2698]
>> QUESTION #83    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.6691, -7.4976, -8.062, -8.9007]
>> QUESTION #84    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.223, -6.9638, -8.182, -7.6904]
>> QUESTION #85    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.413, -7.819, -9.951, -10.0446]
>> QUESTION #86    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-5.653, -6.6508, -8.1548, -8.538]
>> QUESTION #87    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-7.4264, -8.552, -9.8024, -10.2581]
>> QUESTION #88    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-4.9582, -6.2418, -7.4713, -8.1658]
>> QUESTION #89    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.4712, -7.9298, -9.2328, -9.9605]
>> QUESTION #90    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.8488, -7.9674, -8.3871, -8.1251]
>> QUESTION #91    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.644, -6.7448, -7.2936, -8.1983]
>> QUESTION #92    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.1956, -7.5728, -7.9721, -10.4191]
>> QUESTION #93    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.1428, -7.4618, -9.0254, -8.3803]
>> QUESTION #94    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-4.8203, -6.5193, -7.5357, -7.8624]
>> QUESTION #95    | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-6.1552, -5.8496, -6.9728, -7.2907]
>> QUESTION #96    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.3048, -6.8416, -8.3339, -7.8598]
>> QUESTION #97    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.3851, -7.8002, -8.3905, -8.2807]
>> QUESTION #98    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.2574, -7.0264, -9.5972, -7.818]
>> QUESTION #99    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-6.393, -7.8115, -8.1326, -8.9615]
>> QUESTION #100   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-6.4215, -7.6771, -9.5508, -8.9597]
>> QUESTION #101   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.3843, -8.4795, -7.9627, -8.9988]
>> QUESTION #102   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.6562, -8.6545, -9.0411, -9.5572]
>> QUESTION #103   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-5.9298, -7.0023, -8.0372, -8.0548]
>> QUESTION #104   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-5.6847, -6.1348, -7.0753, -7.1729]
>> QUESTION #105   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.4589, -8.152, -9.2518, -9.5104]
>> QUESTION #106   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.5766, -8.0321, -8.0404, -7.9591]
>> QUESTION #107   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.9603, -6.7704, -6.9826, -7.1658]
>> QUESTION #108   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-7.1144, -8.3241, -8.9144, -7.4382]
>> QUESTION #109   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.4187, -7.7969, -9.2539, -9.5315]
>> QUESTION #110   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.5195, -7.2218, -7.6723, -8.5904]
>> QUESTION #111   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-5.8417, -5.3464, -6.8475, -8.0571]
>> QUESTION #112   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-7.4333, -7.2869, -9.5727, -9.3635]
>> QUESTION #113   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.7887, -7.6592, -8.0185, -8.5344]
>> QUESTION #114   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.8495, -8.8211, -8.4075, -9.6028]
>> QUESTION #115   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.1387, -7.0679, -9.3442, -8.8449]
>> QUESTION #116   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.4777, -7.258, -8.5583, -8.2834]
>> QUESTION #117   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.3926, -7.3873, -6.8838, -8.1428]
>> QUESTION #118   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.9661, -8.4819, -9.3694, -9.4099]
>> QUESTION #119   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.3729, -7.9886, -9.475, -8.7714]
>> QUESTION #120   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-5.4675, -6.4999, -8.6356, -7.9515]
>> QUESTION #121   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.3668, -7.1244, -8.0705, -8.844]
>> QUESTION #122   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.9155, -6.8273, -7.759, -8.0496]
>> QUESTION #123   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.0939, -8.3488, -9.913, -9.7441]
>> QUESTION #124   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-6.6099, -8.3743, -7.374, -9.0713]
>> QUESTION #125   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.5602, -6.8417, -9.1444, -9.6385]
>> QUESTION #126   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-6.7938, -8.2515, -9.7467, -9.5315]
>> QUESTION #127   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-8.1387, -8.9585, -9.479, -10.1177]
>> QUESTION #128   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.4322, -6.3708, -7.2229, -7.7194]
>> QUESTION #129   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-4.463, -6.7147, -7.859, -8.8264]
>> QUESTION #130   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.8936, -7.4914, -7.7138, -9.4833]
>> QUESTION #131   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.0399, -8.4102, -9.3985, -11.2223]
>> QUESTION #132   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.7699, -7.6304, -9.0033, -9.3333]
>> QUESTION #133   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.1408, -7.5775, -8.3549, -8.497]
>> QUESTION #134   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.6587, -7.8139, -8.3176, -10.2579]
>> QUESTION #135   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.3964, -7.6708, -7.7368, -8.1085]
>> QUESTION #136   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.851, -6.7808, -7.9296, -7.8212]
>> QUESTION #137   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.3429, -7.624, -9.7693, -9.0659]
>> QUESTION #138   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.0468, -6.0926, -8.3857, -9.0204]
>> QUESTION #139   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.7379, -6.9311, -7.5391, -7.5689]
>> QUESTION #140   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.2887, -6.8724, -8.5811, -8.6825]
>> QUESTION #141   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-6.2899, -6.228, -8.5481, -8.614]
>> QUESTION #142   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.5231, -7.3845, -9.2464, -8.5315]
>> QUESTION #143   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.3776, -8.0443, -8.6772, -8.4329]
>> QUESTION #144   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-7.54, -7.8785, -8.59, -8.3437]
>> QUESTION #145   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.2615, -7.2774, -8.4093, -8.7093]
>> QUESTION #146   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.9098, -6.3736, -7.7439, -7.6494]
>> QUESTION #147   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.9146, -8.2435, -8.5582, -9.1553]
>> QUESTION #148   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.7607, -7.715, -9.2769, -9.4728]
>> QUESTION #149   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.8051, -7.09, -7.1005, -8.1204]
>> QUESTION #150   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.181, -7.5538, -8.2672, -8.2365]
>> QUESTION #151   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.049, -7.2937, -7.9759, -8.3728]
>> QUESTION #152   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.3483, -7.4178, -8.8054, -8.8163]
>> QUESTION #153   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.5363, -7.7372, -9.2086, -9.7819]
>> QUESTION #154   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.0621, -7.3658, -8.9969, -9.3421]
>> QUESTION #155   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-5.9198, -7.5549, -9.1575, -9.6997]
>> QUESTION #156   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.3546, -7.7296, -9.1316, -8.6488]
>> QUESTION #157   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.5264, -9.4099, -10.1507, -9.0223]
>> QUESTION #158   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.9315, -7.8086, -8.3813, -9.3112]
>> QUESTION #159   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-8.0674, -8.2932, -9.7752, -10.0762]
>> QUESTION #160   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-6.1259, -5.8865, -6.778, -6.9974]
>> QUESTION #161   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.4005, -8.1582, -8.9475, -8.6597]
>> QUESTION #162   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.191, -8.0779, -8.624, -9.3528]
>> QUESTION #163   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-6.5189, -7.2119, -9.1512, -8.5718]
>> QUESTION #164   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.6783, -7.0393, -8.544, -9.0389]
>> QUESTION #165   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.1045, -6.4413, -8.3686, -8.1196]
>> QUESTION #166   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.9777, -8.271, -10.1316, -9.6809]
>> QUESTION #167   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.5081, -6.2613, -7.1592, -6.7144]
>> QUESTION #168   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.7555, -8.7802, -9.4611, -9.5307]
>> QUESTION #169   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.5366, -8.5313, -9.9648, -9.8085]
>> QUESTION #170   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.357, -9.7283, -11.5756, -11.5205]
>> QUESTION #171   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.1021, -6.7772, -7.0831, -6.5887]
>> QUESTION #172   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-6.1941, -7.5707, -9.4865, -10.1231]
>> QUESTION #173   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.4485, -7.8988, -9.737, -8.5987]
>> QUESTION #174   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-6.889, -7.2533, -8.6667, -8.5833]
>> QUESTION #175   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-5.6693, -9.0847, -8.8456, -9.6374]
>> QUESTION #176   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-5.9393, -5.9185, -6.8612, -8.5695]
>> QUESTION #177   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.169, -7.4928, -9.109, -9.5265]
>> QUESTION #178   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.9924, -7.4939, -7.9392, -8.1749]
>> QUESTION #179   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.3797, -7.2286, -8.5439, -9.0439]
>> QUESTION #180   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.4215, -8.3966, -9.1506, -8.2405]
>> QUESTION #181   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-6.8689, -6.9522, -8.6063, -9.3578]
>> QUESTION #182   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.0175, -6.8147, -8.582, -8.6091]
>> QUESTION #183   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-5.9273, -6.7951, -8.3976, -7.9502]
>> QUESTION #184   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-5.5677, -6.4791, -7.7451, -7.5705]
>> QUESTION #185   | Ground Truth: 2 | Answer: 0 | ✘
