================================================================================
Experiment Configuration
================================================================================
Dataset: RACE-500
Model Family: gpt-j
Model Version: EleutherAI/gpt-j-6B
Answer Mode: desc
================================================================================
Experiment Appendix
================================================================================
>> QUESTION #1     | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-9.7249, -11.1019, -11.0879, -11.5165]
>> QUESTION #87    | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.0189, -12.1366, -11.6315, -10.0902]
>> QUESTION #88    | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-11.4089, -12.2116, -8.6153, -12.8124]
>> QUESTION #89    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.2067, -11.4009, -14.3751, -14.7843]
>> QUESTION #90    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-8.187, -8.5911, -11.3973, -9.2305]
>> QUESTION #91    | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-10.9716, -13.8491, -9.5182, -12.4115]
>> QUESTION #92    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.5681, -10.9178, -11.0728, -10.7778]
>> QUESTION #93    | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-12.4995, -12.3307, -11.4253, -10.9789]
>> QUESTION #94    | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-15.3239, -15.3688, -14.5612, -15.5407]
>> QUESTION #95    | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.9488, -11.0605, -10.5777, -11.1717]
>> QUESTION #96    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.261, -12.8547, -13.0486, -12.867]
>> QUESTION #97    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.479, -10.9024, -10.9176, -11.4545]
>> QUESTION #98    | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-13.1269, -13.2668, -12.4108, -12.8535]
>> QUESTION #99    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.6053, -11.5023, -11.7579, -11.7105]
>> QUESTION #100   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-13.5235, -11.3289, -12.8833, -11.9472]
>> QUESTION #101   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-12.2974, -10.588, -12.4057, -12.9895]
>> QUESTION #102   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-13.1521, -11.2762, -12.9579, -13.5117]
>> QUESTION #103   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.7542, -11.3612, -12.1255, -10.9009]
>> QUESTION #104   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.5718, -11.7295, -11.0528, -12.1393]
>> QUESTION #105   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-10.4807, -10.2373, -11.0208, -10.3865]
>> QUESTION #106   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.5167, -11.2256, -11.3086, -11.8286]
>> QUESTION #107   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-11.7983, -9.6535, -10.6153, -11.4534]
>> QUESTION #108   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.3256, -11.3066, -10.9544, -10.8459]
>> QUESTION #109   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.7598, -13.4299, -12.9428, -10.5333]
>> QUESTION #110   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-12.6877, -12.5977, -12.8956, -13.6595]
>> QUESTION #111   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-10.9362, -12.8814, -11.5021, -10.7656]
>> QUESTION #112   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.4429, -15.1004, -13.7398, -15.9816]
>> QUESTION #113   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-9.7881, -13.4171, -9.7005, -9.413]
>> QUESTION #114   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.8003, -10.7038, -12.0773, -13.4364]
>> QUESTION #115   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.7067, -12.6352, -12.5367, -11.6906]
>> QUESTION #116   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-9.7625, -9.6544, -13.2298, -10.939]
>> QUESTION #117   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.0787, -9.9407, -10.0544, -10.891]
>> QUESTION #118   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-12.8137, -12.3886, -11.3722, -12.1446]
>> QUESTION #119   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-13.3659, -11.3356, -11.1776, -11.5587]
>> QUESTION #120   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-9.7144, -11.5325, -12.294, -13.0001]
>> QUESTION #121   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.4981, -8.3175, -10.1232, -9.1759]
>> QUESTION #122   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.2378, -10.3319, -10.6888, -11.4956]
>> QUESTION #123   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.1725, -11.2758, -12.0178, -12.1497]
>> QUESTION #124   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.2334, -9.0379, -8.535, -10.3414]
>> QUESTION #125   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-14.8829, -13.2696, -14.0093, -12.5128]
>> QUESTION #126   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.3026, -12.227, -13.6151, -11.0262]
>> QUESTION #127   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-12.2417, -12.1587, -13.3066, -13.0427]
>> QUESTION #128   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.5385, -12.7839, -11.586, -12.2208]
>> QUESTION #129   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.4959, -15.4894, -11.9381, -10.5662]
>> QUESTION #130   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.6886, -13.5553, -13.5489, -14.2228]
>> QUESTION #131   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.5018, -12.8757, -13.5744, -13.821]
>> QUESTION #132   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-8.9215, -11.4727, -9.9808, -9.265]
>> QUESTION #133   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-12.5475, -11.2537, -14.094, -11.8362]
>> QUESTION #134   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.6149, -10.019, -11.6396, -9.8819]
>> QUESTION #135   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-15.124, -10.9573, -13.4294, -14.4503]
>> QUESTION #136   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-11.2958, -10.8621, -10.3732, -11.4823]
>> QUESTION #137   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-12.32, -12.7395, -11.5712, -13.1759]
>> QUESTION #138   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.1032, -12.3119, -11.0665, -12.5047]
>> QUESTION #139   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.6417, -9.8371, -10.68, -9.8738]
>> QUESTION #140   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.6071, -13.8387, -16.1385, -15.2946]
>> QUESTION #141   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-14.0975, -14.0611, -14.4401, -8.9576]
>> QUESTION #142   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.4164, -13.6669, -16.9526, -16.8869]
>> QUESTION #143   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.719, -11.4123, -12.6496, -11.9767]
>> QUESTION #144   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.066, -10.4966, -11.3117, -10.955]
>> QUESTION #145   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-10.9086, -10.8095, -11.6849, -10.2381]
>> QUESTION #146   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-9.9504, -9.6067, -9.0563, -10.3159]
>> QUESTION #147   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.3688, -12.802, -11.9026, -11.8118]
>> QUESTION #148   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-17.9335, -11.1192, -12.0585, -10.453]
>> QUESTION #149   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-11.3166, -13.333, -11.8871, -11.2559]
>> QUESTION #150   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-10.037, -9.9426, -10.3151, -9.8882]
>> QUESTION #151   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-10.7745, -10.3511, -11.6251, -10.7961]
>> QUESTION #152   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-13.0579, -13.3795, -12.7897, -14.2308]
>> QUESTION #153   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-8.1965, -10.4712, -7.0728, -10.9161]
>> QUESTION #154   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-12.3894, -10.4525, -12.0993, -14.2424]
>> QUESTION #155   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-9.3687, -10.0631, -14.0299, -14.9415]
>> QUESTION #156   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.0323, -10.3614, -12.1059, -13.399]
>> QUESTION #157   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.1331, -13.8774, -10.4562, -11.6918]
>> QUESTION #158   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-10.0517, -9.1201, -11.4656, -10.6282]
>> QUESTION #159   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-12.5867, -12.4537, -12.7172, -12.3876]
>> QUESTION #160   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.1065, -9.7534, -10.5636, -11.2067]
>> QUESTION #161   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-13.3468, -12.8076, -13.0802, -12.3468]
>> QUESTION #162   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-14.0525, -12.8574, -13.0722, -13.2832]
>> QUESTION #163   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-13.9081, -11.0384, -10.6381, -10.7301]
>> QUESTION #164   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-11.3865, -15.5478, -12.003, -11.1193]
>> QUESTION #165   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.9994, -11.8271, -12.6202, -11.8568]
>> QUESTION #166   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-12.2132, -12.0531, -12.7138, -11.4421]
>> QUESTION #167   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-7.4519, -7.3046, -8.2807, -8.4271]
>> QUESTION #168   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.7643, -12.0854, -11.4562, -11.513]
>> QUESTION #169   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-14.9275, -13.4803, -12.916, -12.4629]
>> QUESTION #170   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.4284, -7.5826, -8.9787, -13.0947]
>> QUESTION #171   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-12.0098, -12.3915, -11.552, -15.1547]
>> QUESTION #172   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.4335, -11.7099, -11.9186, -11.0601]
>> QUESTION #173   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-13.6124, -12.5, -12.4238, -12.9798]
>> QUESTION #174   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.6561, -14.6495, -13.0947, -10.6694]
>> QUESTION #175   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.4449, -10.5632, -12.4438, -11.5859]
>> QUESTION #176   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-13.642, -11.5494, -10.7245, -11.8148]
>> QUESTION #177   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-13.4441, -11.3588, -12.7059, -12.3704]
>> QUESTION #178   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-8.9318, -7.6076, -8.963, -7.9345]
>> QUESTION #179   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-9.908, -10.4784, -9.7722, -10.174]
>> QUESTION #180   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-10.5751, -10.4225, -10.9873, -10.4386]
>> QUESTION #181   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-10.9833, -12.2414, -11.4894, -10.037]
>> QUESTION #182   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.3156, -11.8963, -11.6354, -12.9108]
>> QUESTION #183   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-8.1824, -10.0457, -10.3263, -9.586]
>> QUESTION #184   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.7064, -10.3439, -10.6127, -9.4223]
>> QUESTION #185   | Ground Truth: 2 | Answer: 2 | ✔
