================================================================================
Experiment Configuration
================================================================================
Dataset: RACE-500
Model Family: gpt-j
Model Version: EleutherAI/gpt-j-6B
Answer Mode: index-desc
================================================================================
Experiment Appendix
================================================================================
>> QUESTION #1     | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-12.5541, -11.5046, -12.4733, -12.0099]
>> QUESTION #69    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.7972, -11.9414, -11.3641, -11.8051]
>> QUESTION #70    | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-12.1868, -12.4126, -11.595, -12.4845]
>> QUESTION #71    | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-12.4258, -13.0035, -13.0923, -12.2387]
>> QUESTION #72    | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-10.662, -10.2957, -11.2856, -11.289]
>> QUESTION #73    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.9527, -10.8085, -10.9473, -11.2455]
>> QUESTION #74    | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-14.9063, -12.9401, -13.208, -12.5163]
>> QUESTION #75    | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.2213, -11.1286, -11.4088, -11.3429]
>> QUESTION #76    | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.8676, -12.1987, -11.4036, -12.8091]
>> QUESTION #77    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.0754, -14.1143, -14.4159, -15.2049]
>> QUESTION #78    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.8105, -14.0292, -14.1508, -14.1666]
>> QUESTION #79    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.0209, -11.2719, -12.0845, -12.4394]
>> QUESTION #80    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.8743, -11.8938, -11.7733, -11.3379]
>> QUESTION #81    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.8878, -13.3366, -15.1689, -13.5482]
>> QUESTION #82    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-13.3023, -13.5686, -14.6731, -14.4751]
>> QUESTION #83    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.3192, -11.6471, -11.9056, -12.7907]
>> QUESTION #84    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.6104, -12.3083, -12.9992, -12.0496]
>> QUESTION #85    | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-13.4994, -12.5535, -13.142, -12.6749]
>> QUESTION #86    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.2867, -12.186, -12.1631, -13.5446]
>> QUESTION #87    | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.6421, -12.7326, -12.2152, -11.2371]
>> QUESTION #88    | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-11.6536, -12.6285, -11.2779, -13.5931]
>> QUESTION #89    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.9469, -10.9821, -12.9095, -11.0653]
>> QUESTION #90    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.5914, -9.9879, -10.9991, -10.3397]
>> QUESTION #91    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-8.5917, -12.6512, -9.1165, -10.3342]
>> QUESTION #92    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.9366, -11.5037, -11.9375, -12.0606]
>> QUESTION #93    | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-12.3865, -13.0863, -12.2858, -11.9286]
>> QUESTION #94    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-15.2665, -16.5677, -15.624, -15.9209]
>> QUESTION #95    | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-12.0291, -11.9993, -11.3657, -11.9509]
>> QUESTION #96    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.6802, -13.6935, -13.8837, -13.5995]
>> QUESTION #97    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.7713, -10.6621, -10.3549, -10.6636]
>> QUESTION #98    | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-13.7672, -14.2419, -13.7905, -13.5026]
>> QUESTION #99    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-12.102, -12.2099, -12.5338, -12.8158]
>> QUESTION #100   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-13.5189, -12.0552, -14.0181, -13.2883]
>> QUESTION #101   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-12.5637, -12.3782, -13.3457, -13.6787]
>> QUESTION #102   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.6226, -11.343, -14.1367, -12.2814]
>> QUESTION #103   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-13.0873, -12.4892, -13.0628, -11.8369]
>> QUESTION #104   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-12.3652, -12.2257, -11.362, -12.8654]
>> QUESTION #105   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.2061, -11.0386, -10.7973, -10.6474]
>> QUESTION #106   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.9207, -11.9704, -12.177, -12.6038]
>> QUESTION #107   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-12.554, -10.6565, -12.0807, -12.5501]
>> QUESTION #108   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-13.1132, -12.611, -11.9882, -12.5491]
>> QUESTION #109   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.8309, -14.0697, -13.6474, -11.1988]
>> QUESTION #110   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.9332, -13.4061, -13.645, -14.3389]
>> QUESTION #111   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.1671, -13.3982, -12.3424, -11.4423]
>> QUESTION #112   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.414, -14.0377, -13.8785, -15.1759]
>> QUESTION #113   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.4927, -12.6927, -10.9551, -10.7809]
>> QUESTION #114   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.1501, -11.8008, -12.2956, -13.1688]
>> QUESTION #115   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.7016, -12.8586, -12.7709, -12.4815]
>> QUESTION #116   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.9609, -10.9898, -13.3215, -11.5156]
>> QUESTION #117   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-10.5043, -9.4957, -9.3982, -10.0938]
>> QUESTION #118   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-13.6409, -13.1005, -12.2485, -12.9772]
>> QUESTION #119   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-12.8489, -11.2233, -11.9884, -11.9729]
>> QUESTION #120   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-9.9388, -10.6566, -11.3991, -11.4419]
>> QUESTION #121   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.0754, -10.0215, -10.4136, -10.0872]
>> QUESTION #122   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.0754, -11.2637, -11.525, -12.2452]
>> QUESTION #123   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.7867, -11.1964, -11.6583, -11.8234]
>> QUESTION #124   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-12.2488, -10.5475, -10.2803, -11.9418]
>> QUESTION #125   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-13.994, -13.5818, -14.1739, -12.9547]
>> QUESTION #126   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-11.975, -12.1797, -12.9997, -11.9865]
>> QUESTION #127   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.0692, -12.3137, -12.8736, -12.9061]
>> QUESTION #128   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.0844, -13.532, -12.3798, -13.6513]
>> QUESTION #129   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.9115, -11.5771, -12.4757, -11.6385]
>> QUESTION #130   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.5249, -11.5736, -13.4527, -12.7523]
>> QUESTION #131   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.3916, -12.0454, -11.6876, -13.307]
>> QUESTION #132   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.5558, -10.7126, -11.2593, -10.039]
>> QUESTION #133   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.7862, -12.4767, -12.7046, -12.3011]
>> QUESTION #134   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.6854, -11.5231, -13.1107, -11.9316]
>> QUESTION #135   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-11.8152, -10.1615, -12.3677, -11.8481]
>> QUESTION #136   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-11.4355, -11.5094, -11.1355, -11.9629]
>> QUESTION #137   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-12.0911, -13.2699, -11.8214, -13.6089]
>> QUESTION #138   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.5842, -12.9294, -12.9805, -14.1819]
>> QUESTION #139   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.8342, -10.4003, -10.7835, -10.8391]
>> QUESTION #140   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.7305, -13.0942, -15.1168, -12.8828]
>> QUESTION #141   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-13.6971, -13.2161, -14.0296, -11.6819]
>> QUESTION #142   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.2391, -13.7599, -14.3467, -14.3255]
>> QUESTION #143   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.5167, -12.5387, -13.0804, -12.917]
>> QUESTION #144   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.2077, -11.3314, -11.4258, -11.1343]
>> QUESTION #145   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.0598, -11.4573, -11.962, -11.2644]
>> QUESTION #146   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.0372, -11.1099, -10.8526, -11.3942]
>> QUESTION #147   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-12.6171, -13.7194, -12.8366, -12.0253]
>> QUESTION #148   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.5357, -12.5446, -12.1478, -10.966]
>> QUESTION #149   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.1156, -13.5737, -12.9115, -12.7183]
>> QUESTION #150   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.0585, -10.5706, -10.567, -11.3071]
>> QUESTION #151   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-11.4161, -11.3006, -11.8649, -11.7691]
>> QUESTION #152   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.6697, -11.3049, -11.1305, -11.6888]
>> QUESTION #153   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.4175, -11.2237, -11.7633, -11.7347]
>> QUESTION #154   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.367, -10.8849, -11.6231, -11.9165]
>> QUESTION #155   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.7067, -11.0052, -14.2651, -14.5886]
>> QUESTION #156   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.9224, -12.418, -13.6317, -14.2338]
>> QUESTION #157   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.4281, -11.6394, -11.1325, -11.106]
>> QUESTION #158   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-10.5165, -10.135, -11.6996, -11.2218]
>> QUESTION #159   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-12.0822, -11.9466, -12.1337, -11.5314]
>> QUESTION #160   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.2938, -11.0583, -11.7362, -12.5718]
>> QUESTION #161   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-13.5605, -13.3031, -13.5999, -13.4616]
>> QUESTION #162   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-12.5862, -12.3874, -12.348, -12.6466]
>> QUESTION #163   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-13.182, -11.305, -11.5804, -11.411]
>> QUESTION #164   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.3201, -14.4742, -11.6171, -11.7113]
>> QUESTION #165   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.8078, -12.6022, -13.4694, -12.7]
>> QUESTION #166   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-13.0491, -12.9, -13.4395, -12.4713]
>> QUESTION #167   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-8.8291, -8.7685, -9.9247, -9.9963]
>> QUESTION #168   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.5267, -12.6287, -13.1706, -13.3225]
>> QUESTION #169   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-16.4088, -15.3547, -14.5811, -13.8802]
>> QUESTION #170   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.0985, -10.264, -10.9558, -12.7688]
>> QUESTION #171   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-12.0145, -12.4841, -12.1136, -12.9224]
>> QUESTION #172   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.2983, -12.5409, -12.8966, -11.9818]
>> QUESTION #173   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-13.5568, -11.6625, -12.6153, -12.0859]
>> QUESTION #174   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.1647, -14.8495, -13.9831, -11.7188]
>> QUESTION #175   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-11.5703, -12.7802, -14.1796, -12.885]
>> QUESTION #176   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-13.2568, -12.9343, -11.3831, -12.6876]
>> QUESTION #177   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-13.7875, -13.3054, -13.6267, -13.1167]
>> QUESTION #178   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-8.6719, -8.9072, -9.1943, -8.999]
>> QUESTION #179   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.8681, -11.5464, -10.9304, -11.625]
>> QUESTION #180   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-11.4239, -11.8289, -11.8652, -10.9544]
>> QUESTION #181   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-9.6992, -10.0866, -11.4527, -10.7747]
>> QUESTION #182   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.5532, -12.167, -12.1872, -13.4376]
>> QUESTION #183   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-9.3544, -9.7298, -10.278, -10.1926]
>> QUESTION #184   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.1731, -11.0338, -11.7144, -10.7768]
>> QUESTION #185   | Ground Truth: 2 | Answer: 2 | ✔
