================================================================================
Experiment Configuration
================================================================================
Dataset: cqa-500
Model Family: gpt-j
Model Version: EleutherAI/gpt-j-6B
Answer Mode: desc
================================================================================
Experiment Appendix
================================================================================
>> QUESTION #1     | Ground Truth: 0 | Answer: 1 | ✘
>> QUESTION #34    | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-10.9937, -12.5299, -12.1122, -10.6168]
>> QUESTION #35    | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.6844, -12.2667, -9.2768, -10.9121]
>> QUESTION #36    | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-9.8166, -9.5468, -9.61, -8.7618]
>> QUESTION #37    | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-11.7654, -11.8562, -12.1661, -11.3282]
>> QUESTION #38    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.3775, -10.0522, -10.0307, -11.3787]
>> QUESTION #39    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.6513, -10.4678, -10.373, -10.4017]
>> QUESTION #40    | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.8713, -10.9194, -12.5804, -14.1695]
>> QUESTION #41    | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-11.2768, -10.6697, -9.1461, -10.879]
>> QUESTION #42    | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-9.3266, -9.1197, -9.4997, -8.5364]
>> QUESTION #43    | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.2401, -11.4999, -12.5989, -9.6022]
>> QUESTION #44    | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.499, -12.7001, -9.501, -10.4943]
>> QUESTION #45    | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-9.6157, -9.5154, -11.2215, -10.5729]
>> QUESTION #46    | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-10.8911, -10.5367, -11.0505, -9.2414]
>> QUESTION #47    | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-12.1034, -10.1568, -10.702, -11.8714]
>> QUESTION #48    | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.9747, -10.2907, -9.2908, -13.5229]
>> QUESTION #49    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-9.6781, -10.056, -9.7881, -10.4637]
>> QUESTION #50    | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.6874, -12.2486, -11.5795, -9.4634]
>> QUESTION #51    | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-12.5504, -10.9329, -9.1006, -11.0001]
>> QUESTION #52    | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-11.7794, -11.2855, -9.925, -11.7057]
>> QUESTION #53    | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-11.8162, -9.5609, -9.0773, -9.3438]
>> QUESTION #54    | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-9.831, -10.2803, -8.6546, -9.7092]
>> QUESTION #55    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-9.6749, -13.1008, -10.1598, -10.1777]
>> QUESTION #56    | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-9.5579, -10.573, -9.4068, -10.1664]
>> QUESTION #57    | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-9.6455, -10.1424, -9.6493, -8.9014]
>> QUESTION #58    | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-10.8698, -12.0719, -11.185, -10.3658]
>> QUESTION #59    | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-10.8608, -10.2543, -9.6307, -9.2573]
>> QUESTION #60    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.0059, -14.1738, -10.3155, -9.1467]
>> QUESTION #61    | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.3953, -10.7923, -10.7123, -9.0344]
>> QUESTION #62    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.5465, -9.7117, -9.634, -9.9413]
>> QUESTION #63    | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-9.8807, -11.6972, -9.2166, -10.9162]
>> QUESTION #64    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.3898, -12.9742, -10.5447, -14.6629]
>> QUESTION #65    | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.6923, -9.4987, -9.9056, -10.9566]
>> QUESTION #66    | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-11.6275, -9.5825, -10.0315, -9.2952]
>> QUESTION #67    | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.5509, -9.6977, -10.9772, -10.2583]
>> QUESTION #68    | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-11.6491, -12.1081, -11.3542, -11.3834]
>> QUESTION #69    | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-10.4631, -10.8236, -8.6381, -8.6395]
>> QUESTION #70    | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-10.754, -9.6894, -9.2266, -10.771]
>> QUESTION #71    | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-10.0692, -10.2596, -8.7861, -10.9263]
>> QUESTION #72    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.7569, -11.0219, -10.8087, -11.145]
>> QUESTION #73    | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-10.823, -11.154, -11.1716, -10.5679]
>> QUESTION #74    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-9.1697, -12.1121, -11.0583, -11.0173]
>> QUESTION #75    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.7833, -11.072, -10.9889, -11.4894]
>> QUESTION #76    | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.4351, -10.2007, -9.8632, -9.3007]
>> QUESTION #77    | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.1454, -10.6448, -11.1528, -9.2449]
>> QUESTION #78    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.9683, -10.6136, -10.1113, -10.4652]
>> QUESTION #79    | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.7261, -9.4054, -10.7522, -14.6563]
>> QUESTION #80    | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.239, -11.2224, -9.8128, -10.977]
>> QUESTION #81    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.5508, -12.1924, -10.1995, -9.9558]
>> QUESTION #82    | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-10.6629, -10.6911, -10.8334, -10.6623]
>> QUESTION #83    | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-10.0497, -9.7759, -10.4345, -10.133]
>> QUESTION #84    | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.2521, -10.8706, -11.1259, -9.7244]
>> QUESTION #85    | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.6492, -10.6265, -9.5859, -9.187]
>> QUESTION #86    | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-10.2985, -12.6032, -9.7754, -11.7324]
>> QUESTION #87    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-11.4008, -12.3291, -12.1237, -12.0488]
>> QUESTION #88    | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.4415, -11.13, -9.8027, -10.5539]
>> QUESTION #89    | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-10.399, -9.7009, -9.4494, -11.1747]
>> QUESTION #90    | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.4732, -10.6747, -10.6786, -8.8211]
>> QUESTION #91    | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.0602, -9.5334, -12.4292, -10.7212]
>> QUESTION #92    | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-10.3701, -10.7419, -9.1518, -11.595]
>> QUESTION #93    | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-8.9734, -10.0566, -8.8536, -9.7635]
>> QUESTION #94    | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.4271, -11.5424, -11.831, -9.2416]
>> QUESTION #95    | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.832, -12.7103, -11.8256, -9.6915]
>> QUESTION #96    | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.6343, -9.6118, -10.4735, -10.8734]
>> QUESTION #97    | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.5732, -11.2562, -10.9905, -9.5123]
>> QUESTION #98    | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-9.7987, -9.2661, -9.1361, -9.3272]
>> QUESTION #99    | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-10.657, -9.6269, -11.0065, -9.9296]
>> QUESTION #100   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.0165, -11.4515, -9.3299, -12.782]
>> QUESTION #101   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-10.5856, -8.7886, -12.1254, -10.1367]
>> QUESTION #102   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.809, -10.5163, -10.8041, -10.3993]
>> QUESTION #103   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-13.0842, -11.8592, -10.999, -13.4681]
>> QUESTION #104   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-11.1418, -9.2871, -11.6321, -9.6999]
>> QUESTION #105   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-10.8574, -10.5582, -10.9071, -9.1757]
>> QUESTION #106   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-9.8478, -9.5686, -10.6897, -10.7685]
>> QUESTION #107   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.4243, -9.1564, -9.9263, -10.2035]
>> QUESTION #108   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-10.6999, -9.8293, -10.9498, -10.5132]
>> QUESTION #109   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-12.1332, -12.4143, -8.9902, -12.193]
>> QUESTION #110   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-10.7119, -10.8039, -9.1013, -8.918]
>> QUESTION #111   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-9.8531, -12.1618, -8.9998, -11.0858]
>> QUESTION #112   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-10.3373, -9.7242, -8.9876, -9.8344]
>> QUESTION #113   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-10.0143, -9.5638, -8.8626, -9.0007]
>> QUESTION #114   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-10.7562, -12.6304, -8.9779, -9.6384]
>> QUESTION #115   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.8997, -9.6651, -11.5227, -11.2674]
>> QUESTION #116   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-10.8888, -9.8733, -10.6629, -10.0124]
>> QUESTION #117   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-10.9958, -10.7709, -9.7662, -9.8526]
>> QUESTION #118   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-10.5552, -10.4391, -10.7216, -10.6106]
>> QUESTION #119   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-10.9031, -9.3941, -10.0014, -9.9919]
>> QUESTION #120   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-10.2888, -9.4217, -11.341, -10.6893]
>> QUESTION #121   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-10.4422, -10.1249, -9.0101, -9.7052]
>> QUESTION #122   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-9.6992, -11.1461, -9.4693, -10.538]
>> QUESTION #123   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.1473, -9.6317, -10.4522, -10.6785]
>> QUESTION #124   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-9.4003, -9.3941, -8.6454, -10.3041]
>> QUESTION #125   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-9.8035, -9.9704, -9.4675, -10.0134]
>> QUESTION #126   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-10.5002, -9.6492, -12.185, -10.3935]
>> QUESTION #127   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.4967, -11.4471, -10.0678, -11.4612]
>> QUESTION #128   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-10.1602, -11.0006, -12.1604, -9.9143]
>> QUESTION #129   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-10.0637, -10.0491, -10.2736, -9.7526]
>> QUESTION #130   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.6463, -10.9288, -12.216, -9.9379]
>> QUESTION #131   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-12.2895, -10.9909, -11.7817, -10.5537]
>> QUESTION #132   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-9.8412, -11.5249, -10.0614, -10.3766]
>> QUESTION #133   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.0534, -11.0262, -10.9246, -10.4935]
>> QUESTION #134   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-10.0361, -8.9175, -10.2866, -10.712]
>> QUESTION #135   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.7333, -12.0737, -10.0062, -10.6]
>> QUESTION #136   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.3239, -10.214, -11.1362, -10.7645]
>> QUESTION #137   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-9.8812, -9.4394, -9.7372, -9.0476]
>> QUESTION #138   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-12.5125, -9.4667, -13.4425, -10.9317]
>> QUESTION #139   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.055, -10.3174, -9.8606, -10.6731]
>> QUESTION #140   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-10.4254, -11.0377, -10.8268, -10.276]
>> QUESTION #141   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.4258, -10.6054, -9.4337, -9.7978]
>> QUESTION #142   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.6633, -11.6622, -11.3622, -10.9103]
>> QUESTION #143   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.4707, -13.3039, -10.7818, -9.431]
>> QUESTION #144   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-10.6926, -10.0946, -9.8949, -10.7205]
>> QUESTION #145   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-9.4285, -9.992, -10.2144, -9.34]
>> QUESTION #146   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.1469, -12.3723, -12.0134, -11.8869]
>> QUESTION #147   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.3556, -9.7773, -11.1597, -11.0711]
>> QUESTION #148   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-9.6829, -9.7723, -9.4271, -9.9833]
>> QUESTION #149   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.0899, -9.5815, -11.2882, -9.945]
>> QUESTION #150   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-10.1379, -11.1211, -10.5739, -9.1982]
>> QUESTION #151   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.0769, -10.7096, -11.7828, -12.2718]
>> QUESTION #152   | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-10.406, -9.7124, -8.9677, -11.3081]
>> QUESTION #153   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.8921, -10.3913, -11.7933, -10.2513]
>> QUESTION #154   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-12.5971, -12.9756, -9.1036, -10.5735]
>> QUESTION #155   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-9.8969, -9.2819, -9.565, -9.9627]
>> QUESTION #156   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-11.5826, -11.7304, -12.7574, -11.048]
>> QUESTION #157   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.4319, -9.7485, -11.9112, -10.0066]
>> QUESTION #158   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-11.7384, -11.3185, -11.3936, -8.8838]
>> QUESTION #159   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.0624, -10.8831, -8.8761, -10.4774]
>> QUESTION #160   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-12.5499, -10.9775, -9.4926, -10.4038]
>> QUESTION #161   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.4982, -11.9976, -9.763, -11.6994]
>> QUESTION #162   | Ground Truth: 2 | Answer: 2 | ✔
-- Log Inverse-Perplexity: [-12.1849, -10.8848, -9.094, -12.1132]
>> QUESTION #163   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.0852, -12.1571, -10.5111, -10.2438]
>> QUESTION #164   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-10.0784, -9.6574, -9.9287, -9.8894]
>> QUESTION #165   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.571, -12.9525, -12.2408, -13.1393]
>> QUESTION #166   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-10.8066, -11.0158, -9.4895, -9.3915]
>> QUESTION #167   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-10.4011, -10.8144, -11.2244, -10.8183]
>> QUESTION #168   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-12.0787, -10.6704, -11.14, -12.1745]
>> QUESTION #169   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-11.7285, -11.0485, -10.3587, -8.7647]
>> QUESTION #170   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-10.4907, -9.813, -11.8338, -10.4688]
>> QUESTION #171   | Ground Truth: 1 | Answer: 1 | ✔
-- Log Inverse-Perplexity: [-10.0917, -10.0154, -10.1183, -10.9393]
>> QUESTION #172   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-9.9975, -9.6453, -10.2872, -10.784]
>> QUESTION #173   | Ground Truth: 0 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-15.45, -8.9585, -9.1161, -8.6438]
>> QUESTION #174   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.0901, -9.7152, -9.8034, -11.0461]
>> QUESTION #175   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-10.0587, -9.8436, -11.5263, -10.9418]
>> QUESTION #176   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-11.4752, -10.5128, -11.8857, -12.1022]
>> QUESTION #177   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-10.5167, -12.5002, -12.6593, -10.8394]
>> QUESTION #178   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-9.1989, -11.3063, -10.6687, -11.0777]
>> QUESTION #179   | Ground Truth: 1 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-11.3681, -11.2063, -10.4635, -10.4953]
>> QUESTION #180   | Ground Truth: 0 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-10.5242, -9.1281, -9.2328, -10.1448]
>> QUESTION #181   | Ground Truth: 2 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-12.0779, -11.3451, -11.6799, -9.1894]
>> QUESTION #182   | Ground Truth: 3 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-10.0328, -10.762, -9.1987, -10.1702]
>> QUESTION #183   | Ground Truth: 3 | Answer: 3 | ✔
-- Log Inverse-Perplexity: [-9.2915, -11.1675, -9.7902, -9.2066]
>> QUESTION #184   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-9.312, -8.5329, -9.0167, -12.6313]
>> QUESTION #185   | Ground Truth: 3 | Answer: 2 | ✘
