================================================================================
Experiment Configuration
================================================================================
Dataset: cqa-500
Model Family: gpt-j
Model Version: EleutherAI/gpt-j-6B
Answer Mode: index
================================================================================
Experiment Appendix
================================================================================
>> QUESTION #1     | Ground Truth: 0 | Answer: 0 | ✔
>> QUESTION #23    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.0065, -8.1397, -8.4555, -7.9405]
>> QUESTION #24    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.1178, -8.4971, -10.1102, -8.8348]
>> QUESTION #25    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.7832, -8.9329, -9.1119, -9.7503]
>> QUESTION #26    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-8.158, -8.423, -9.6175, -8.811]
>> QUESTION #27    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.7317, -9.154, -8.6619, -9.2603]
>> QUESTION #28    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-6.4469, -7.8909, -8.2991, -8.8696]
>> QUESTION #29    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.4087, -7.0577, -8.438, -6.6626]
>> QUESTION #30    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.215, -8.3716, -8.8987, -7.9471]
>> QUESTION #31    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.1663, -8.5809, -8.8954, -8.8838]
>> QUESTION #32    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.376, -8.5354, -9.1209, -8.1505]
>> QUESTION #33    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.5952, -7.3371, -7.996, -8.1286]
>> QUESTION #34    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.0431, -7.8411, -9.1558, -8.3858]
>> QUESTION #35    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.5882, -8.8196, -9.6695, -8.8903]
>> QUESTION #36    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.009, -8.4003, -8.7578, -9.7234]
>> QUESTION #37    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.7963, -8.0075, -9.1155, -8.36]
>> QUESTION #38    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.1078, -8.0689, -8.6961, -8.2395]
>> QUESTION #39    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.2999, -7.5195, -8.3039, -7.4981]
>> QUESTION #40    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-5.9259, -7.2383, -8.1531, -8.2497]
>> QUESTION #41    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.2549, -7.9725, -9.1393, -8.5427]
>> QUESTION #42    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-6.688, -7.6028, -8.0112, -8.7848]
>> QUESTION #43    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.0407, -8.4251, -9.8181, -9.7328]
>> QUESTION #44    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-7.5814, -8.3594, -9.5761, -9.1144]
>> QUESTION #45    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.2607, -9.1851, -8.7582, -7.9336]
>> QUESTION #46    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.1611, -8.0049, -8.4596, -9.6165]
>> QUESTION #47    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.8969, -8.1836, -9.2569, -9.5628]
>> QUESTION #48    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.6788, -9.1176, -9.6927, -9.1273]
>> QUESTION #49    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-6.8454, -8.2328, -9.0762, -8.536]
>> QUESTION #50    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.0319, -7.2194, -9.0034, -9.5881]
>> QUESTION #51    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.2433, -7.6771, -9.1666, -8.9232]
>> QUESTION #52    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.6293, -8.8984, -9.2709, -8.7048]
>> QUESTION #53    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.2959, -9.0269, -9.3114, -9.0906]
>> QUESTION #54    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-5.9815, -8.3996, -9.695, -8.4919]
>> QUESTION #55    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-6.4105, -7.8125, -8.6711, -6.8929]
>> QUESTION #56    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.0432, -8.5798, -9.5798, -8.2696]
>> QUESTION #57    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.4783, -7.6674, -9.1858, -10.0221]
>> QUESTION #58    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-6.6087, -8.2763, -9.2061, -8.3064]
>> QUESTION #59    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.2933, -6.708, -8.4623, -7.8488]
>> QUESTION #60    | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-7.2765, -7.2427, -9.3291, -9.029]
>> QUESTION #61    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.1998, -8.7952, -9.4002, -9.0509]
>> QUESTION #62    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.9359, -8.045, -8.6526, -7.9664]
>> QUESTION #63    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-7.4428, -8.1298, -9.6548, -9.4652]
>> QUESTION #64    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.0336, -8.3369, -9.4524, -8.3508]
>> QUESTION #65    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.8664, -8.4796, -8.6266, -8.7712]
>> QUESTION #66    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-8.1504, -8.776, -9.9908, -10.525]
>> QUESTION #67    | Ground Truth: 0 | Answer: 2 | ✘
-- Log Inverse-Perplexity: [-7.4065, -8.479, -7.0975, -7.9425]
>> QUESTION #68    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.412, -8.6033, -8.6566, -8.6323]
>> QUESTION #69    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.5279, -8.1809, -9.32, -9.4858]
>> QUESTION #70    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.8509, -8.3738, -9.6692, -8.6152]
>> QUESTION #71    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.8224, -8.5556, -8.2591, -8.5905]
>> QUESTION #72    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.8106, -7.4238, -8.5057, -8.5586]
>> QUESTION #73    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.5893, -8.8887, -8.3854, -9.0768]
>> QUESTION #74    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-6.6984, -7.9651, -9.2547, -8.8237]
>> QUESTION #75    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.6717, -8.6287, -8.6356, -8.4184]
>> QUESTION #76    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-6.7493, -8.068, -9.0332, -9.3017]
>> QUESTION #77    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-6.4988, -8.2458, -9.0303, -9.4807]
>> QUESTION #78    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.5986, -8.4142, -9.2915, -7.878]
>> QUESTION #79    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.6364, -8.6256, -8.6255, -9.2131]
>> QUESTION #80    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-8.5311, -9.5792, -10.7711, -9.0682]
>> QUESTION #81    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.5356, -9.0474, -9.0872, -8.5585]
>> QUESTION #82    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.3369, -8.1861, -8.0875, -6.9233]
>> QUESTION #83    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.9104, -9.264, -9.3322, -9.1305]
>> QUESTION #84    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-6.8299, -7.9438, -8.6487, -8.2026]
>> QUESTION #85    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.1198, -8.8466, -9.475, -8.9621]
>> QUESTION #86    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.2004, -7.7869, -10.4844, -9.8677]
>> QUESTION #87    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.1271, -8.4069, -8.8573, -7.8817]
>> QUESTION #88    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.5821, -7.3724, -8.5836, -8.4609]
>> QUESTION #89    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.8588, -7.9653, -8.4689, -8.8552]
>> QUESTION #90    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.9156, -8.9213, -10.0483, -10.3871]
>> QUESTION #91    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.0498, -8.3818, -8.2604, -8.4978]
>> QUESTION #92    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.7723, -7.7303, -8.6258, -8.2218]
>> QUESTION #93    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.5681, -7.9511, -9.2913, -7.6375]
>> QUESTION #94    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.6132, -8.1899, -8.6342, -9.5342]
>> QUESTION #95    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-8.29, -8.7901, -9.6582, -9.7451]
>> QUESTION #96    | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.5254, -7.7697, -8.4182, -8.8205]
>> QUESTION #97    | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.4021, -7.4864, -8.6599, -10.2524]
>> QUESTION #98    | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-6.2538, -8.8594, -9.1371, -9.0499]
>> QUESTION #99    | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.1096, -8.2536, -8.3619, -8.2054]
>> QUESTION #100   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-6.8388, -7.8529, -9.034, -8.3071]
>> QUESTION #101   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.5702, -9.373, -10.1883, -9.0643]
>> QUESTION #102   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-8.5234, -9.2873, -9.796, -9.8807]
>> QUESTION #103   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.2327, -7.8382, -8.2552, -8.2864]
>> QUESTION #104   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.7146, -8.3303, -9.2667, -8.7064]
>> QUESTION #105   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-8.1946, -9.1975, -9.0623, -9.527]
>> QUESTION #106   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.7838, -7.3098, -8.8763, -7.5991]
>> QUESTION #107   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-7.0966, -8.6308, -8.3223, -8.4834]
>> QUESTION #108   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.5017, -8.3401, -7.9502, -7.9593]
>> QUESTION #109   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-7.2293, -8.6884, -10.3994, -8.8584]
>> QUESTION #110   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.3886, -8.1318, -9.2274, -9.4684]
>> QUESTION #111   | Ground Truth: 1 | Answer: 3 | ✘
-- Log Inverse-Perplexity: [-7.1268, -7.9564, -8.4428, -6.6647]
>> QUESTION #112   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.4271, -7.4748, -9.4361, -8.3046]
>> QUESTION #113   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-8.5267, -8.8864, -9.7154, -10.5206]
>> QUESTION #114   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.7812, -8.2247, -10.1077, -9.0462]
>> QUESTION #115   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.3349, -8.6853, -9.427, -8.8673]
>> QUESTION #116   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-7.5578, -9.2614, -8.7652, -9.3867]
>> QUESTION #117   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-8.0174, -8.3886, -9.5897, -8.5246]
>> QUESTION #118   | Ground Truth: 2 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-7.5751, -7.5505, -8.1446, -8.5597]
>> QUESTION #119   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-6.9363, -7.6572, -8.0906, -7.3041]
>> QUESTION #120   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.0715, -8.6264, -8.9257, -8.8964]
>> QUESTION #121   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.6729, -8.2367, -10.0595, -8.6609]
>> QUESTION #122   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.6392, -8.5872, -9.3813, -8.3972]
>> QUESTION #123   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-7.5738, -9.1664, -9.2509, -9.0188]
>> QUESTION #124   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.764, -6.922, -7.7683, -7.4539]
>> QUESTION #125   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.2043, -7.7809, -8.4559, -8.1881]
>> QUESTION #126   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.5522, -8.84, -8.6532, -8.5243]
>> QUESTION #127   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.3621, -8.4622, -9.5155, -8.8117]
>> QUESTION #128   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.8853, -8.4668, -9.5847, -8.451]
>> QUESTION #129   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.3743, -8.631, -9.3957, -8.7857]
>> QUESTION #130   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-7.5164, -9.313, -9.2757, -9.5713]
>> QUESTION #131   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.3691, -9.3106, -10.1533, -10.192]
>> QUESTION #132   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-7.5831, -8.64, -8.779, -8.6418]
>> QUESTION #133   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-6.1299, -8.2442, -9.1957, -9.0098]
>> QUESTION #134   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.2055, -8.5797, -9.1687, -9.3476]
>> QUESTION #135   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.7413, -8.142, -8.4848, -8.1358]
>> QUESTION #136   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-6.1735, -7.8552, -8.6502, -8.4856]
>> QUESTION #137   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.2207, -8.4617, -8.978, -9.7921]
>> QUESTION #138   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.1323, -8.4571, -8.451, -9.0516]
>> QUESTION #139   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.269, -8.1622, -8.5897, -8.2582]
>> QUESTION #140   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.2984, -8.4616, -9.4706, -9.0122]
>> QUESTION #141   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.5363, -8.6117, -9.4619, -8.5368]
>> QUESTION #142   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.5212, -8.0365, -9.4194, -8.7419]
>> QUESTION #143   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.4601, -8.245, -8.6387, -9.9989]
>> QUESTION #144   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.8959, -8.1762, -9.1375, -8.5008]
>> QUESTION #145   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.4474, -8.5712, -8.411, -8.6826]
>> QUESTION #146   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.993, -7.8221, -7.969, -7.9457]
>> QUESTION #147   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.8743, -7.7579, -7.8035, -8.5261]
>> QUESTION #148   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.4595, -8.5795, -9.3123, -8.3512]
>> QUESTION #149   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.717, -8.0333, -8.3702, -9.0179]
>> QUESTION #150   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-7.1, -8.4467, -8.5015, -9.6506]
>> QUESTION #151   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-8.5028, -9.5241, -10.4961, -10.1748]
>> QUESTION #152   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-7.1369, -7.781, -8.5365, -7.8125]
>> QUESTION #153   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.114, -8.035, -7.9358, -9.095]
>> QUESTION #154   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.0819, -7.9693, -9.3081, -8.9973]
>> QUESTION #155   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.2335, -8.327, -9.2264, -8.4683]
>> QUESTION #156   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.8444, -8.312, -9.4821, -8.42]
>> QUESTION #157   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.7518, -8.922, -8.4014, -9.3372]
>> QUESTION #158   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.974, -8.263, -8.4897, -9.3179]
>> QUESTION #159   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.8525, -8.6261, -9.965, -8.9174]
>> QUESTION #160   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.3796, -8.2222, -8.3915, -8.3125]
>> QUESTION #161   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.7565, -10.1311, -10.1132, -9.391]
>> QUESTION #162   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.2011, -8.5051, -9.2593, -8.8913]
>> QUESTION #163   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.3699, -7.8261, -8.5998, -7.2247]
>> QUESTION #164   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-6.7465, -8.2685, -8.8889, -8.213]
>> QUESTION #165   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.544, -8.3155, -8.4553, -7.4507]
>> QUESTION #166   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.5373, -8.5019, -9.294, -9.996]
>> QUESTION #167   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-6.4548, -7.7568, -8.1463, -7.0587]
>> QUESTION #168   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-8.1186, -9.6978, -9.7478, -9.5143]
>> QUESTION #169   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.2963, -8.4645, -8.9823, -9.4584]
>> QUESTION #170   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.6092, -8.5669, -8.7234, -9.441]
>> QUESTION #171   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.1606, -8.751, -8.3486, -8.612]
>> QUESTION #172   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-7.0, -8.5891, -8.4978, -8.4913]
>> QUESTION #173   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-5.8616, -7.6417, -7.5469, -7.9092]
>> QUESTION #174   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.4408, -7.6577, -8.3574, -8.4278]
>> QUESTION #175   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.8946, -8.7367, -8.9907, -9.0959]
>> QUESTION #176   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.3211, -9.0045, -9.2678, -8.9638]
>> QUESTION #177   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-8.3264, -9.904, -8.6563, -10.0905]
>> QUESTION #178   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-6.1204, -7.8373, -8.7215, -7.1905]
>> QUESTION #179   | Ground Truth: 1 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.1004, -7.3913, -7.9086, -7.6047]
>> QUESTION #180   | Ground Truth: 0 | Answer: 0 | ✔
-- Log Inverse-Perplexity: [-6.8167, -8.5559, -9.1854, -8.7738]
>> QUESTION #181   | Ground Truth: 2 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.447, -7.8851, -8.3686, -9.0137]
>> QUESTION #182   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.1632, -7.4756, -9.7439, -9.2075]
>> QUESTION #183   | Ground Truth: 3 | Answer: 0 | ✘
-- Log Inverse-Perplexity: [-7.2953, -8.6913, -9.1591, -8.3218]
>> QUESTION #184   | Ground Truth: 3 | Answer: 1 | ✘
-- Log Inverse-Perplexity: [-7.2881, -7.1606, -8.5897, -7.9402]
>> QUESTION #185   | Ground Truth: 3 | Answer: 0 | ✘
